App,Category,Rating,Reviews,Size_MB,Installs,Type,Price_$,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Last_Updated_Year,Primary_Genre
Mahalaxmi Dindarshika 2018,PRODUCTIVITY,4.2,25427,9.2,1000000,Free,0.0,Everyone,Productivity,2018-01-05,18.0,4.0,2018,Productivity
Maher EL Mouaikly - Offline,FAMILY,4.6,166,2.6,10000,Free,0.0,Everyone,Entertainment,2017-05-24,1.1.0,3.1,2017,Entertainment
Mahila Vashikaran(Ek rat me)-Hindi,FAMILY,4.3,0,4.0,1000,Free,0.0,Everyone,Entertainment,2018-01-23,1.1,4.0.3,2018,Entertainment
Mahjong,FAMILY,4.5,33983,22.0,2498500,Free,0.0,Everyone,Puzzle;Brain Games,2018-08-02,1.24.3181,4.0.3,2018,Puzzle
Mail1Click - Secure Mail,COMMUNICATION,4.1,255,1.6,10000,Free,0.0,Everyone,Communication,2017-04-11,2.3,2.2,2017,Communication
"MailChimp - Email, Marketing Automation",BUSINESS,4.1,5448,12.0,500000,Free,0.0,Everyone,Business,2018-07-25,4.9.1,5.0,2018,Business
Majestic Cinema CI,BUSINESS,4.3,45,15.0,5000,Free,0.0,Everyone,Business,2017-11-23,1.2.0,4.0,2017,Business
Major Mayhem,GAME,4.6,41339,39.0,2498500,Free,0.0,Teen,Action,2017-06-28,108,4.0,2017,Action
Make a burger king,FAMILY,3.8,125,17.0,10000,Free,0.0,Everyone,Casual,2017-02-21,1.3,4.0,2017,Casual
Make your Be Like Bill,COMICS,4.0,78,2.8,5000,Free,0.0,Everyone,Comics,2016-01-16,1.0,2.3,2016,Comics
MakeMyTrip-Flight Hotel Bus Cab IRCTC Rail Booking,TRAVEL_AND_LOCAL,4.3,41339,19.0,2498500,Free,0.0,Everyone,Travel & Local,2018-08-04,7.3.3,4.4,2018,Travel & Local
Makeup Editor -Beauty Photo Editor & Selfie Camera,PHOTOGRAPHY,4.5,3378,30.0,1000000,Free,0.0,Mature 17+,Photography,2018-07-25,1.7,4.1,2018,Photography
Makeup Photo Editor: Makeup Camera & Makeup Editor,PHOTOGRAPHY,4.4,10525,25.0,1000000,Free,0.0,Everyone,Photography,2018-07-27,8.9.9,4.0,2018,Photography
Makeup Videos,BEAUTY,3.8,9,3.4,5000,Free,0.0,Everyone,Beauty,2018-06-07,1.0,4.0,2018,Beauty
MakeupPlus - Your Own Virtual Makeup Artist,PHOTOGRAPHY,4.4,41339,53.0,2498500,Free,0.0,Everyone,Photography,2018-08-03,4.0.55,4.0.3,2018,Photography
Maleficent Free Fall,FAMILY,4.4,41339,37.0,2498500,Free,0.0,Everyone,Puzzle,2018-07-11,5.9.0,4.2,2018,Puzzle
Mali 7 - Actualités au Mali,NEWS_AND_MAGAZINES,4.3,697,5.7,50000,Free,0.0,Everyone,News & Magazines,2017-04-08,2.4,4.1,2017,News & Magazines
Mali J,SOCIAL,3.25,185,4.7,10000,Free,0.0,Teen,Social,2017-10-20,1.0.1,4.1,2017,Social
Mama Lala 's song,LIBRARIES_AND_DEMO,4.2,102,21.0,50000,Free,0.0,Everyone,Libraries & Demo,2018-07-01,6.0.0,2.3,2018,Libraries & Demo
Mandala Coloring Book,ART_AND_DESIGN,4.6,4326,21.0,100000,Free,0.0,Everyone,Art & Design,2018-06-26,1.0.4,4.4,2018,Art & Design
Manga - read Thai translation,COMICS,4.6,302,2.2,10000,Free,0.0,Teen,Comics,2018-07-03,1.0,4.0,2018,Comics
Manga AZ - Manga Comic Reader,COMICS,3.3,126,4.7,5000,Free,0.0,Teen,Comics,2018-07-24,1.0.4,4.0.3,2018,Comics
Manga Mania - Best online manga reader,COMICS,4.4,757,10.0,10000,Free,0.0,Teen,Comics,2018-05-24,1.0,4.1,2018,Comics
Manga Master - Best manga & comic reader,COMICS,4.6,24005,4.9,500000,Free,0.0,Adults only 18+,Comics,2018-07-04,1.1.7.0,4.1,2018,Comics
Manga Net – Best Online Manga Reader,COMICS,4.1,1010,11.0,50000,Free,0.0,Mature 17+,Comics,2018-07-07,1.5,4.1,2018,Comics
Manga Rock - Best Manga Reader,COMICS,4.4,41339,28.0,1000000,Free,0.0,Teen,Comics,2018-07-09,3.4.3,5.0,2018,Comics
Manga Zero - Japanese cartoon and comic reader,COMICS,4.2,15194,15.0,1000000,Free,0.0,Teen,Comics,2018-07-19,4.7.3,4.2,2018,Comics
Manga-FR - Anime Vostfr,COMICS,3.4,291,13.0,10000,Free,0.0,Everyone,Comics,2017-05-15,2.0.1,4.0,2017,Comics
MangaToon - Comics updated Daily,COMICS,3.9,834,15.0,50000,Free,0.0,Mature 17+,Comics,2018-08-01,1.0.8,4.1,2018,Comics
Mango Languages: Lovable Language Courses,EDUCATION,4.0,4815,19.0,500000,Free,0.0,Everyone,Education,2018-07-17,4.2.3,4.2,2018,Education
Manicure - nail design,BEAUTY,4.3,119,3.7,50000,Free,0.0,Everyone,Beauty,2018-07-23,1.3,4.1,2018,Beauty
Map Callouts for CS:GO,GAME,4.3,211,3.6,50000,Free,0.0,Everyone,Action,2018-01-26,2.1,4.0.3,2018,Action
Map Coordinates,MAPS_AND_NAVIGATION,4.3,16657,3.6,1000000,Free,0.0,Everyone,Maps & Navigation,2018-07-17,4.7.5,4.0.3,2018,Maps & Navigation
Map My Fitness Workout Trainer,HEALTH_AND_FITNESS,4.4,38343,55.0,1000000,Free,0.0,Everyone,Health & Fitness,2018-07-27,18.7.1,5.0,2018,Health & Fitness
Map My Hike GPS Hiking,HEALTH_AND_FITNESS,4.4,12858,55.0,500000,Free,0.0,Everyone,Health & Fitness,2018-07-27,18.7.1,5.0,2018,Health & Fitness
Map My Ride GPS Cycling Riding,HEALTH_AND_FITNESS,4.5,41339,54.0,1000000,Free,0.0,Everyone,Health & Fitness,2018-07-27,18.7.1,5.0,2018,Health & Fitness
Map and Router Badge,MAPS_AND_NAVIGATION,4.4,3652,32.0,500000,Free,0.0,Everyone,Maps & Navigation,2018-07-25,4.8.1,4.1,2018,Maps & Navigation
Map of Cyprus offline,TRAVEL_AND_LOCAL,4.6,470,21.0,10000,Free,0.0,Everyone,Travel & Local,2018-03-12,3.9,2.3,2018,Travel & Local
MapleStory M,FAMILY,3.5,31538,63.099999999999994,1000000,Free,0.0,Everyone 10+,Role Playing,2018-07-24,1.2703.273,4.4,2018,Role Playing
Maps CU,FINANCE,3.5,256,28.0,10000,Free,0.0,Everyone,Finance,2017-11-02,200,4.0.3,2017,Finance
"Maps, GPS Navigation & Directions, Street View",MAPS_AND_NAVIGATION,4.2,41339,6.4,2498500,Free,0.0,Everyone,Maps & Navigation,2018-07-23,7.0.3,4.0,2018,Maps & Navigation
Mapy.cz - Cycling & Hiking offline maps,MAPS_AND_NAVIGATION,4.5,41339,43.0,1000000,Free,0.0,Everyone,Maps & Navigation,2018-06-26,6.2.0,4.1,2018,Maps & Navigation
"Marathi DP - status and message,jokes,Video app",FAMILY,4.3,694,3.8,100000,Free,0.0,Everyone,Entertainment,2018-08-01,1.6,4.2,2018,Entertainment
Marble - Temple Quest,GAME,4.3,41339,24.0,2498500,Free,0.0,Everyone,Puzzle,2018-06-21,4.9,4.0.3,2018,Puzzle
Marble Woka Woka 2018 - Bubble Shooter Match 3,GAME,4.6,41339,40.0,2498500,Free,0.0,Everyone,Puzzle,2018-08-03,1.3.35,4.1,2018,Puzzle
Marcus Theatres,ENTERTAINMENT,3.6,2639,8.5,100000,Free,0.0,Everyone,Entertainment,2018-02-07,2.9.43,6.0,2018,Entertainment
Maricopa AH,MEDICAL,4.3,0,29.0,100,Free,0.0,Everyone,Medical,2018-07-16,300000.1.11,4.0.3,2018,Medical
Marked by King Bs,FAMILY,4.6,41339,58.0,500000,Free,0.0,Teen,Simulation,2017-10-17,1.0.7,4.3,2017,Simulation
Marvel Unlimited,COMICS,3.7,22551,11.0,1000000,Free,0.0,Teen,Comics,2018-07-24,3.16.0,4.4,2018,Comics
Marvel and DC Wallpapers,PERSONALIZATION,4.2,249,63.099999999999994,10000,Free,0.0,Everyone,Personalization,2018-07-07,4.0,4.1,2018,Personalization
Marítimo EC,TOOLS,4.2,1,5.3,10,Free,0.0,Everyone,Tools,2018-02-14,1.9.8,4.0,2018,Tools
Mas Akıllı Ev,HOUSE_AND_HOME,4.3,13,43.0,100,Free,0.0,Everyone,House & Home,2018-04-18,3.2,4.4,2018,House & Home
Masha and Bear: Cooking Dash,FAMILY,4.3,41339,54.0,2498500,Free,0.0,Everyone,Role Playing;Brain Games,2018-06-05,1.2.7,4.1,2018,Role Playing
Masha and The Bear,FAMILY,4.0,39779,19.0,2498500,Free,0.0,Everyone,Video Players & Editors;Music & Video,2016-08-05,4.0.1,4.0.3,2016,Video Players & Editors
Masha and The Bear Jam Day Match 3 games for kids,FAMILY,4.6,41339,63.099999999999994,1000000,Free,0.0,Everyone,Puzzle;Brain Games,2018-08-07,1.4.83,4.1,2018,Puzzle
Masha and The Bear Puzzle Game,FAMILY,4.3,13330,63.099999999999994,1000000,Free,0.0,Everyone,Puzzle;Brain Games,2018-05-24,2.0,4.1,2018,Puzzle
Masha and the Bear,FAMILY,4.4,15105,36.0,1000000,Free,0.0,Everyone,Education,2018-06-11,3.1.8,4.3,2018,Education
Masha and the Bear - Hair Salon and MakeUp Games,FAMILY,4.3,1,63.099999999999994,100,Paid,2.49,Everyone,Role Playing;Education,2018-03-05,1.0.1,4.1,2018,Role Playing
Masha and the Bear Child Games,FAMILY,4.1,41339,63.099999999999994,2498500,Free,0.0,Everyone,Adventure;Education,2018-05-08,2.7.4,4.0,2018,Adventure
Masha and the Bear- House Cleaning Games for Girls,FAMILY,4.3,0,63.099999999999994,100,Paid,1.99,Everyone,Educational;Pretend Play,2018-01-25,0.0.1,4.1,2018,Educational
Masha and the Bear. Educational Games,FAMILY,4.5,41339,33.0,2498500,Free,0.0,Everyone,Educational;Brain Games,2018-07-13,2.3,4.0.3,2018,Educational
Masha and the Bear. Games for kids,FAMILY,4.6,6231,31.0,1000000,Free,0.0,Everyone,Educational;Pretend Play,2018-07-13,2.6,4.0.3,2018,Educational
Masha and the Bear: Climb Racing and Car Games,FAMILY,4.5,2200,63.099999999999994,1000000,Free,0.0,Everyone,Racing;Pretend Play,2018-07-23,1.1.0,4.1,2018,Racing
Masha and the Bear: Evolution,FAMILY,4.5,2062,42.0,500000,Free,0.0,Everyone,Strategy;Education,2018-06-14,1.0.9,4.0,2018,Strategy
Masha and the Bear: Good Night!,FAMILY,4.6,29155,63.099999999999994,1000000,Free,0.0,Everyone,Educational;Pretend Play,2018-07-26,1.0.4,4.1,2018,Educational
Masha and the Bear: House Cleaning Games for Girls,FAMILY,4.5,41339,63.099999999999994,2498500,Free,0.0,Everyone,Role Playing;Pretend Play,2018-07-19,1.9.10,4.1,2018,Role Playing
Mass Effect: Andromeda APEX HQ,GAME,3.4,4490,63.099999999999994,100000,Free,0.0,Everyone 10+,Action,2017-09-21,1.18.1,4.1,2017,Action
Master E.K,FAMILY,5.0,90,20.0,1000,Free,0.0,Everyone,Education,2017-08-11,1.5.0,4.4,2017,Education
Master for Minecraft(Pocket Edition)-Mod Launcher,TOOLS,4.6,41339,26.0,2498500,Free,0.0,Everyone,Tools,2018-08-06,2.1.69,4.0.3,2018,Tools
Master of Eternity(MOE),GAME,4.2,5829,63.099999999999994,100000,Free,0.0,Teen,Strategy,2018-07-26,1.8.2,4.4,2018,Strategy
MasterDT,SPORTS,4.3,24,4.1,100,Free,0.0,Everyone,Sports,2018-06-30,4.1,4.0.3,2018,Sports
Masterchef Cooking Games: Fun Restaurant & Kitchen,FAMILY,3.9,1036,33.0,100000,Free,0.0,Everyone,Casual,2018-07-06,2.6,2.3,2018,Casual
Materialistic P Wallpapers,PERSONALIZATION,4.8,24,3.6,1000,Free,0.0,Everyone,Personalization,2018-08-03,2.244,5.0,2018,Personalization
Math Games for Pre-K - Grade 4,FAMILY,4.6,28,23.0,1000,Paid,1.99,Everyone,Education;Education,2014-01-13,1.02,2.2,2014,Education
"Math Quiz Free: Grades K,1,2,3",FAMILY,4.3,159,13.0,10000,Free,0.0,Everyone,Education;Education,2015-02-03,1.0,4.0,2015,Education
Math Solver,FAMILY,4.3,2250,30.0,100000,Free,0.0,Everyone,Education,2017-11-21,1.2,4.1,2017,Education
Math Tricks,EDUCATION,4.5,41339,8.1,2498500,Free,0.0,Everyone,Education,2018-07-29,2.24,4.0,2018,Education
Math games for kids : times tables - AB Math,FAMILY,3.9,2371,8.3,500000,Free,0.0,Everyone,Educational;Education,2018-07-27,3.9.3,4.0.3,2018,Educational
Math games for kids : times tables training,FAMILY,4.5,630,8.3,10000,Paid,1.59,Everyone,Educational;Education,2018-07-27,3.9.3,4.0.3,2018,Educational
Mat|r viewer,PRODUCTIVITY,4.3,5,28.0,100,Free,0.0,Everyone,Productivity,2018-07-27,1.0.5,5.0,2018,Productivity
MazeMilitia Classic Multiplayer Shooting Game,GAME,4.4,1294,44.0,50000,Free,0.0,Mature 17+,Action,2018-03-08,1.2,4.1,2018,Action
MbH BM,MEDICAL,3.25,1,2.3,100,Free,0.0,Everyone,Medical,2016-12-14,1.1.3,4.3,2016,Medical
MbH BP,MEDICAL,3.7,9,23.0,1000,Free,0.0,Everyone,Medical,2017-10-03,1.1.3,2.3.3,2017,Medical
McClatchy DC Bureau,NEWS_AND_MAGAZINES,4.3,80,8.7,5000,Free,0.0,Everyone 10+,News & Magazines,2018-06-18,6.0.1,4.4,2018,News & Magazines
McDelivery Cyprus,FOOD_AND_DRINK,3.3,60,25.0,10000,Free,0.0,Everyone,Food & Drink,2018-05-14,3.1.4602,4.3,2018,Food & Drink
McDonald's,FOOD_AND_DRINK,3.6,41339,42.0,2498500,Free,0.0,Everyone,Food & Drink,2018-07-31,5.15.0,4.4,2018,Food & Drink
McDonald's - McDonald's Japan,FOOD_AND_DRINK,3.4,41339,63.099999999999994,2498500,Free,0.0,Everyone,Food & Drink,2018-08-03,4.0.30,4.0.3,2018,Food & Drink
Mcqueen Coloring pages,FAMILY,4.3,65,7.0,100000,Free,0.0,Everyone,Art & Design;Action & Adventure,2018-03-07,1.0.0,4.1,2018,Art & Design
Me-eh,FAMILY,4.3,13,62.0,100,Free,0.0,Everyone,Puzzle,2018-04-06,3.33,4.1,2018,Puzzle
MeAuDote - An act of love that saves a life,EVENTS,4.5,250,23.0,1000,Free,0.0,Everyone,Events,2018-06-22,1.0.11,4.1,2018,Events
MealLogger-Photo Food Journal,HEALTH_AND_FITNESS,3.5,217,9.4,50000,Free,0.0,Teen,Health & Fitness,2017-08-23,4.6.2,4.0.3,2017,Health & Fitness
MedM Blood Pressure,MEDICAL,4.0,255,16.0,10000,Free,0.0,Everyone,Medical,2018-05-25,2.5.80,4.2,2018,Medical
MedStar eVisit,MEDICAL,4.5,20,40.0,5000,Free,0.0,Everyone,Medical,2018-04-10,10.4.1.00000,4.0.3,2018,Medical
Media Sosial TNI AU,SOCIAL,4.3,88,4.3,1000,Free,0.0,Everyone,Social,2018-01-24,1.2,2.1,2018,Social
MediaFire,PRODUCTIVITY,4.1,41339,3.8,2498500,Free,0.0,Everyone,Productivity,2017-11-01,4.2.2,4.1,2017,Productivity
Mediabox CY,FAMILY,4.3,0,12.0,10,Free,0.0,Everyone,Entertainment,2017-12-31,1.0,4.1,2017,Entertainment
Mediatek SmartDevice,TOOLS,3.6,11187,7.3,1000000,Free,0.0,Everyone,Tools,2017-03-17,1.7.6,4.0,2017,Tools
Medical ID - In Case of Emergency (ICE),MEDICAL,4.6,717,5.4,5000,Paid,5.99,Everyone,Medical,2018-05-31,6.5.0,5.0,2018,Medical
Medical terms (OFFLINE),MEDICAL,4.4,104,38.0,1000,Paid,2.99,Teen,Medical,2018-05-24,3.2.0,4.1,2018,Medical
Meditate OM,HEALTH_AND_FITNESS,4.5,19074,4.2,1000000,Free,0.0,Everyone,Health & Fitness,2018-01-17,16.0,4.0,2018,Health & Fitness
"Meditation Music - Relax, Yoga",HEALTH_AND_FITNESS,4.6,41339,28.0,1000000,Free,0.0,Everyone,Health & Fitness,2018-03-05,3.1.9,4.0.3,2018,Health & Fitness
Meditation Studio,HEALTH_AND_FITNESS,4.6,1026,29.0,10000,Paid,3.99,Everyone,Health & Fitness,2018-05-15,1.0.6,4.3,2018,Health & Fitness
Mee-EW,TOOLS,4.2,0,17.0,5,Free,0.0,Everyone,Tools,2018-08-02,1.0.1,4.1,2018,Tools
"Meet U - Get Friends for Snapchat, Kik & Instagram",SOCIAL,4.6,4435,5.4,100000,Free,0.0,Mature 17+,Social,2018-05-25,1.0.3386,4.0.3,2018,Social
Meet With Strangers: Video Chat & Dating,DATING,4.1,2,3.7,500,Free,0.0,Mature 17+,Dating,2018-07-16,1.,4.0,2018,Dating
Meet – Talk to Strangers Using Random Video Chat,SOCIAL,4.6,41339,15.0,2498500,Free,0.0,Mature 17+,Social,2018-08-06,1.3.2,4.3,2018,Social
"Meet, chat & date. Free dating app - Chocolate app",DATING,3.9,8661,9.5,1000000,Free,0.0,Mature 17+,Dating,2018-04-03,0.1.11,4.0,2018,Dating
"Meet24 - Love, Chat, Singles",DATING,4.2,41339,7.9,1000000,Free,0.0,Mature 17+,Dating,2018-07-27,1.31.3,4.0.3,2018,Dating
"Meet4U - Chat, Love, Singles!",DATING,4.2,40039,6.5,1000000,Free,0.0,Mature 17+,Dating,2018-07-27,1.31.3,4.0.3,2018,Dating
Meetup,SOCIAL,4.2,41339,23.0,2498500,Free,0.0,Teen,Social,2018-08-02,3.10.26,4.4,2018,Social
Mega Photo,PHOTOGRAPHY,4.2,41339,16.0,1000000,Free,0.0,Everyone,Photography,2016-10-19,1.6.2,3.0,2016,Photography
MegaN64 (N64 Emulator),FAMILY,4.6,41339,12.0,2498500,Free,0.0,Everyone,Casual,2016-05-14,6.0,2.0,2016,Casual
MegaNDS (NDS Emulator),GAME,3.4,2218,11.0,500000,Free,0.0,Everyone,Arcade,2017-10-18,2.0,4.0,2017,Arcade
Mehmet Emin Ay İlahileri,FAMILY,4.3,0,5.1,10,Free,0.0,Everyone,Entertainment,2018-07-13,1.0,4.1,2018,Entertainment
"Meitu – Beauty Cam, Easy Photo Editor",PHOTOGRAPHY,4.5,41339,45.0,2498500,Free,0.0,Everyone,Photography,2018-08-01,8.1.0.6,4.3,2018,Photography
MelifeCam-M,VIDEO_PLAYERS,3.5,81,22.0,10000,Free,0.0,Everyone,Video Players & Editors,2016-07-21,1.3.21.3,4.1,2016,Video Players & Editors
Meme Creator,ENTERTAINMENT,4.2,38769,44.0,1000000,Free,0.0,Mature 17+,Entertainment,2015-09-22,7.2.3,2.3,2015,Entertainment
Meme Generator,ENTERTAINMENT,4.6,3771,53.0,100000,Paid,2.99,Mature 17+,Entertainment,2018-08-03,4.426,4.1,2018,Entertainment
Meme Generator Free,FAMILY,4.4,41339,53.0,2498500,Free,0.0,Mature 17+,Entertainment,2018-08-03,4.426,4.1,2018,Entertainment
Memes Button,COMICS,4.4,5968,5.7,1000000,Free,0.0,Everyone,Comics,2018-05-28,1.4,4.0,2018,Comics
Memorado - Brain Games,EDUCATION,4.4,41339,63.099999999999994,1000000,Free,0.0,Everyone,Education;Brain Games,2017-01-16,1.10.0,4.1,2017,Education
"Memory Helper - To do list, Notepad, Notes, Memo",PRODUCTIVITY,4.7,7566,4.0,500000,Free,0.0,Everyone,Productivity,2018-07-21,67,4.1,2018,Productivity
Mental Hospital V,GAME,4.2,2460,25.0,50000,Paid,0.99,Mature 17+,Action,2016-11-19,1.04,4.2,2016,Action
Mental Hospital:EB 2 Lite,GAME,4.1,5341,8.8,100000,Free,0.0,Teen,Action,2014-04-30,1.0,4.0,2014,Action
Mercari: The Selling App,SHOPPING,4.4,41339,13.0,2498500,Free,0.0,Everyone,Shopping,2018-08-03,6.9.2,5.0,2018,Shopping
Mercato foot by Maxifoot,SPORTS,4.4,697,3.0,100000,Free,0.0,Everyone,Sports,2017-03-16,1.1,4.1,2017,Sports
Merck CE,BUSINESS,4.5,2,25.0,100,Free,0.0,Everyone,Business,2017-02-13,1.0,4.1,2017,Business
Merge Dragons!,GAME,4.5,41339,63.099999999999994,2498500,Free,0.0,Everyone,Puzzle,2018-07-30,3.6.0,4.1,2018,Puzzle
Meritrust CU Mobile Banking,FINANCE,4.7,3661,14.0,50000,Free,0.0,Everyone,Finance,2018-06-12,5.9.1.0,5.0,2018,Finance
Mermaid Princess Pre K Games,FAMILY,4.3,19,31.0,5000,Free,0.0,Everyone,Educational;Education,2018-06-29,3.01,4.1,2018,Educational
Meslek Lisesi YGS Ek Puan,FAMILY,4.3,11,1.5,1000,Free,0.0,Everyone,Education,2017-01-08,1.0,4.0,2017,Education
Message AI - Write Better Messages,TOOLS,4.2,0,7.9,100,Paid,2.99,Mature 17+,Tools,2018-07-04,1.3.1,5.0,2018,Tools
Message AI - Write Better Messages (Free),SOCIAL,3.7,3,7.9,100,Free,0.0,Everyone,Social,2018-07-04,1.3.1,5.0,2018,Social
"Messages, Text and Video Chat for Messenger",SOCIAL,4.4,41339,4.0,2498500,Free,0.0,Everyone,Social,2018-06-04,1.24,4.1,2018,Social
"Messaging+ SMS, MMS Free",COMMUNICATION,4.1,28238,17.0,1000000,Free,0.0,Everyone,Communication,2018-08-02,4.98,2.3,2018,Communication
Messenger,SOCIAL,4.1,41339,3.9,2498500,Free,0.0,Everyone,Social,2018-04-16,1.0,4.1,2018,Social
"Messenger L SMS, MMS",PERSONALIZATION,4.0,6263,20.0,500000,Free,0.0,Everyone,Personalization,2018-07-12,7.46,2.3,2018,Personalization
Messenger Messenger,SOCIAL,4.3,38826,7.0,2498500,Free,0.0,Everyone,Social,2018-08-07,1.6,4.1,2018,Social
Messenger Pro,SOCIAL,4.4,13762,3.9,1000000,Free,0.0,Everyone,Social,2018-05-09,1.0.2,4.1,2018,Social
Messenger for SMS,COMMUNICATION,4.3,41339,17.0,2498500,Free,0.0,Teen,Communication,2018-06-06,1.8.9,4.1,2018,Communication
Mesure CI,TOOLS,4.2,9,6.6,500,Free,0.0,Everyone,Tools,2016-10-04,1.0.1,4.0,2016,Tools
Metal Detector Pro 2015,TOOLS,3.6,1166,0.34,100000,Free,0.0,Everyone,Tools,2015-03-30,1.1,4.0,2015,Tools
Metal Soldiers 2,GAME,4.4,41339,40.0,2498500,Free,0.0,Teen,Action,2018-06-18,1.11.2,4.1,2018,Action
Methods of teeth whitening,BEAUTY,4.7,257,4.6,50000,Free,0.0,Everyone,Beauty,2017-08-07,1.0,4.0.3,2017,Beauty
Meu Calendário CP,TOOLS,4.2,37,6.5,100,Free,0.0,Everyone,Tools,2018-08-05,1.55.4,4.0.3,2018,Tools
Meu Cartão BV,FINANCE,4.1,15057,5.7,500000,Free,0.0,Everyone,Finance,2018-08-03,2.4.0,5.0,2018,Finance
"MexiRoomies - roomies, mexico, df, apt, house room",LIFESTYLE,4.2,2,32.0,500,Free,0.0,Everyone,Lifestyle,2018-07-04,1.9,4.0.3,2018,Lifestyle
"Mi Remote controller - for TV, STB, AC and more",TOOLS,4.1,41339,28.0,2498500,Free,0.0,Everyone,Tools,2018-08-01,5.7.1,4.2,2018,Tools
MiAI (Artificial Intelligence) Assistant,PRODUCTIVITY,3.7,3,7.5,100,Free,0.0,Everyone,Productivity,2018-03-01,11.04,4.1,2018,Productivity
Miami Crime Vice Town,GAME,4.1,41339,63.099999999999994,2498500,Free,0.0,Mature 17+,Action,2017-05-09,1.4,2.3,2017,Action
Miami crime simulator,GAME,4.0,41339,63.099999999999994,2498500,Free,0.0,Mature 17+,Action,2018-07-09,2.0,4.0,2018,Action
Michael's AG Sound Board,FAMILY,4.3,0,1.7,1,Paid,0.99,Everyone,Entertainment,2017-12-12,1.1,1.6,2017,Entertainment
"Mico- Stranger Chat Random video Chat, Live, Meet",SOCIAL,4.4,41339,56.0,2498500,Free,0.0,Mature 17+,Social,2018-07-27,5.4.7.1,4.3,2018,Social
Micro Fi,FAMILY,3.7,39,2.8,5000,Free,0.0,Everyone,Education,2014-02-12,2.4,2.3.3,2014,Education
Microsoft Edge,COMMUNICATION,4.3,27187,63.099999999999994,2498500,Free,0.0,Everyone,Communication,2018-07-28,42.0.0.2059,4.4,2018,Communication
Microsoft Excel,PRODUCTIVITY,4.5,41339,7.1,2498500,Free,0.0,Everyone,Productivity,2018-07-14,16.0.10325.20059,4.4,2018,Productivity
Microsoft Launcher,PERSONALIZATION,4.6,41339,26.0,2498500,Free,0.0,Everyone,Personalization,2018-08-01,4.12.0.44682,4.2,2018,Personalization
Microsoft News,NEWS_AND_MAGAZINES,4.2,31504,31.0,1000000,Free,0.0,Everyone 10+,News & Magazines,2018-07-30,18.201.01,5.0,2018,News & Magazines
Microsoft OneNote,PRODUCTIVITY,4.4,41339,7.1,2498500,Free,0.0,Everyone,Productivity,2018-07-22,16.0.10325.20024,4.4,2018,Productivity
Microsoft Outlook,PRODUCTIVITY,4.3,41339,50.0,2498500,Free,0.0,Everyone,Productivity,2018-08-02,2.2.194,4.4,2018,Productivity
Microsoft Power BI–Business data analytics,BUSINESS,4.5,1819,10.0,100000,Free,0.0,Everyone,Business,2018-07-16,2.2.180712.112152,5.0,2018,Business
Microsoft PowerPoint,PRODUCTIVITY,4.5,41339,7.1,2498500,Free,0.0,Everyone,Productivity,2018-07-11,16.0.10325.20043,4.4,2018,Productivity
"Microsoft To-Do: List, Task & Reminder",PRODUCTIVITY,4.1,14432,16.0,1000000,Free,0.0,Everyone,Productivity,2018-07-31,1.36.82,4.4,2018,Productivity
Microsoft Translator,PRODUCTIVITY,4.6,41339,49.0,2498500,Free,0.0,Everyone,Productivity,2018-06-18,3.2.25815165,4.3,2018,Productivity
Microsoft Word,PRODUCTIVITY,4.5,41339,7.1,2498500,Free,0.0,Everyone,Productivity,2018-07-11,16.0.10325.20043,4.4,2018,Productivity
Middlesbrough FC Official,SPORTS,4.5,152,36.0,10000,Free,0.0,Everyone,Sports,2018-05-29,2018.5.25,4.4,2018,Sports
Might & Magic: Elemental Guardians,GAME,4.3,32551,35.0,500000,Free,0.0,Mature 17+,Role Playing,2018-07-12,1.93,4.4,2018,Role Playing
Migraine Buddy - The Migraine and Headache tracker,MEDICAL,4.7,26862,30.0,500000,Free,0.0,Everyone,Medical,2018-06-25,25.3.1,4.0.3,2018,Medical
MileIQ - Free Mileage Tracker for Business,FINANCE,4.5,41339,22.0,1000000,Free,0.0,Everyone,Finance,2018-07-31,1.28.0.5402,4.4,2018,Finance
Miller's Bar B-Q,FOOD_AND_DRINK,4.3,0,12.0,50,Free,0.0,Everyone,Food & Drink,2016-11-30,2.6.003,4.0,2016,Food & Drink
Millionaire : Who want to be?,GAME,4.4,4396,40.0,100000,Free,0.0,Everyone,Trivia,2017-04-12,1.5,2.3,2017,Trivia
Millionaire Match: Rich Singles Dating App,DATING,3.9,853,27.0,100000,Free,0.0,Mature 17+,Dating,2018-07-30,6.4.6,4.1,2018,Dating
Millionaire Quiz Free: Be Rich,FAMILY,3.8,41339,6.8,2498500,Free,0.0,Everyone,Casual,2018-01-01,2.5.1,4.0,2018,Casual
MinT BI,PRODUCTIVITY,4.3,0,2.9,10,Free,0.0,Everyone,Productivity,2018-01-13,3.1,4.2,2018,Productivity
Mind Games Pro,FAMILY,4.6,15301,18.0,100000,Paid,2.99,Everyone,Puzzle;Brain Games,2018-07-18,3.0.5,2.3,2018,Puzzle
"Mind Map AR, Augmented Reality ARCore Mind Mapping",PRODUCTIVITY,4.2,29,35.0,5000,Free,0.0,Everyone,Productivity,2018-07-26,1.23,7.0,2018,Productivity
Mindvalley U Tallinn 2018,EVENTS,5.0,1,21.0,100,Free,0.0,Everyone,Events,2018-07-03,1.0.5,4.4,2018,Events
