User_ID,Age,Gender,Total_App_Usage_Hours,Daily_Screen_Time_Hours,Number_of_Apps_Used,Social_Media_Usage_Hours,Productivity_App_Usage_Hours,Gaming_App_Usage_Hours,Location
695.0,45.0,Female,8.7,5.06,22.0,4.88,4.56,1.85,Chicago
696.0,48.0,Male,7.44,7.27,6.0,3.23,2.2,2.84,Phoenix
697.0,25.0,Male,7.45,7.59,24.0,4.67,0.2,4.41,Chicago
698.0,56.0,Female,8.67,6.03,28.0,1.52,1.81,4.71,Phoenix
699.0,43.0,Male,11.23,12.79,19.0,3.91,4.13,3.7,New York
700.0,51.0,Male,9.61,1.21,13.0,3.83,3.51,0.43,New York
701.0,20.0,Male,1.62,11.17,6.0,3.46,2.3,3.35,Houston
702.0,29.0,Male,10.38,2.62,28.0,4.83,0.28,2.05,Phoenix
703.0,18.0,Female,3.48,11.37,15.0,1.97,2.13,2.35,Phoenix
704.0,22.0,Female,5.15,9.01,22.0,0.65,2.35,0.25,Los Angeles
705.0,47.0,Female,6.08,11.96,28.0,3.36,4.64,0.96,Los Angeles
706.0,47.0,Male,6.29,2.27,19.0,3.65,3.21,3.95,Houston
707.0,34.0,Female,5.79,8.27,11.0,2.88,1.56,2.27,New York
708.0,40.0,Female,11.31,7.51,6.0,1.03,2.63,1.51,Los Angeles
709.0,32.0,Male,8.77,10.18,25.0,2.52,0.33,1.92,Chicago
710.0,54.0,Male,7.94,7.95,16.0,1.56,4.86,4.27,New York
711.0,38.0,Female,1.55,8.03,21.0,2.14,1.8,3.74,Chicago
712.0,31.0,Female,10.94,6.58,28.0,3.23,2.39,1.36,Phoenix
713.0,19.0,Female,11.0,5.01,5.0,3.73,1.78,0.59,New York
714.0,28.0,Female,9.58,7.27,16.0,1.16,3.41,1.26,Houston
715.0,56.0,Male,1.08,2.54,10.0,2.03,3.31,4.6,Phoenix
716.0,55.0,Female,1.63,13.5,26.0,1.35,3.58,2.91,Phoenix
717.0,51.0,Female,3.48,10.29,29.0,0.99,1.34,2.67,Chicago
718.0,55.0,Male,2.44,13.38,3.0,3.92,1.58,2.98,Phoenix
719.0,51.0,Female,5.39,3.95,12.0,4.55,0.63,1.83,Los Angeles
720.0,35.0,Male,11.15,12.43,20.0,1.85,3.28,4.04,New York
721.0,47.0,Male,6.19,11.51,18.0,3.76,0.2,2.62,Los Angeles
722.0,32.0,Male,1.15,9.8,10.0,4.48,2.99,0.58,Chicago
723.0,44.0,Female,4.11,9.13,3.0,4.23,4.35,0.65,Chicago
724.0,51.0,Female,1.49,5.12,14.0,0.91,4.45,2.68,New York
725.0,55.0,Male,1.4,11.61,10.0,4.78,2.25,4.68,Phoenix
726.0,50.0,Female,4.03,7.52,26.0,1.88,2.3,1.54,Houston
727.0,41.0,Female,4.03,1.92,18.0,1.7,0.38,4.35,Chicago
728.0,32.0,Male,9.66,5.07,20.0,0.31,3.35,3.82,New York
729.0,47.0,Male,11.72,13.16,6.0,2.43,4.11,1.24,Houston
730.0,59.0,Female,5.08,12.06,8.0,0.55,1.22,0.18,Phoenix
731.0,34.0,Male,5.72,13.76,14.0,1.24,2.11,0.51,Chicago
732.0,22.0,Female,10.29,9.16,29.0,1.58,4.19,3.64,New York
733.0,46.0,Female,3.95,4.22,11.0,4.04,4.39,1.0,New York
734.0,21.0,Female,2.72,3.12,17.0,4.38,1.22,1.86,New York
735.0,27.0,Female,10.38,3.43,18.0,1.51,2.75,2.51,Chicago
736.0,34.0,Male,1.51,1.26,26.0,4.29,0.96,3.63,Houston
737.0,27.0,Male,7.82,6.08,14.0,4.29,0.51,0.57,New York
738.0,34.0,Male,7.18,3.49,26.0,3.82,4.56,2.03,Phoenix
739.0,37.0,Male,4.81,6.35,25.0,0.73,4.1,2.43,New York
740.0,41.0,Female,4.47,13.15,16.0,3.45,3.8,2.7,Houston
741.0,22.0,Female,9.49,6.6,15.0,4.73,0.24,4.09,Chicago
742.0,51.0,Male,1.95,12.41,27.0,3.41,4.22,0.86,New York
743.0,23.0,Female,3.6,8.87,4.0,1.66,2.19,4.04,New York
744.0,19.0,Female,9.06,4.21,5.0,2.5,1.71,3.46,Phoenix
745.0,30.0,Female,7.03,5.63,28.0,3.23,2.73,2.78,Phoenix
746.0,28.0,Male,2.41,2.09,26.0,2.55,0.46,3.5,New York
747.0,40.0,Male,10.7,5.34,24.0,0.6,3.78,2.06,New York
748.0,33.0,Male,5.33,9.81,12.0,1.56,2.91,0.69,Phoenix
749.0,48.0,Female,10.11,1.94,11.0,4.01,0.93,3.33,Houston
750.0,28.0,Male,9.66,3.67,28.0,4.31,0.94,2.62,Los Angeles
751.0,33.0,Male,7.87,5.96,22.0,0.69,0.92,3.2,Los Angeles
752.0,25.0,Male,6.44,13.77,10.0,4.76,0.29,1.69,New York
753.0,21.0,Male,11.78,11.2,12.0,1.64,2.94,4.53,Phoenix
754.0,57.0,Male,2.59,10.54,21.0,3.31,4.2,2.94,Chicago
755.0,21.0,Male,8.98,2.51,5.0,3.76,0.09,0.43,Chicago
756.0,42.0,Female,3.1,11.15,26.0,4.06,0.25,2.25,Los Angeles
757.0,20.0,Female,4.72,11.21,7.0,4.73,2.86,3.78,Houston
758.0,49.0,Male,4.4,8.81,5.0,1.56,4.1,3.97,Los Angeles
759.0,20.0,Male,11.42,13.87,28.0,4.29,1.63,2.47,New York
760.0,44.0,Female,11.64,5.23,29.0,0.66,1.75,4.47,Houston
761.0,46.0,Female,3.01,13.24,18.0,3.53,2.98,1.34,Chicago
762.0,49.0,Male,1.24,12.89,19.0,3.71,1.37,2.05,Phoenix
763.0,36.0,Male,8.92,1.15,17.0,3.39,0.13,4.49,Phoenix
764.0,38.0,Male,5.6,6.85,5.0,1.26,3.68,4.48,New York
765.0,22.0,Male,1.98,13.7,14.0,4.37,3.13,3.43,Los Angeles
766.0,35.0,Female,8.52,2.34,11.0,0.84,2.9,4.29,New York
767.0,45.0,Male,7.0,8.12,23.0,0.27,3.71,0.44,Phoenix
768.0,59.0,Male,11.79,13.73,14.0,3.59,3.38,4.32,Chicago
769.0,39.0,Male,3.5,8.22,28.0,2.38,1.03,1.6,Phoenix
770.0,38.0,Male,5.44,3.47,17.0,4.25,1.76,0.89,Houston
771.0,23.0,Female,6.97,8.57,4.0,1.92,0.63,1.2,Phoenix
772.0,18.0,Female,9.71,3.66,25.0,0.84,0.65,2.09,Phoenix
773.0,22.0,Female,7.04,7.76,20.0,4.18,3.38,1.26,Houston
774.0,58.0,Male,7.74,1.96,22.0,2.74,4.29,1.6,Los Angeles
775.0,29.0,Male,3.49,8.87,14.0,0.95,4.81,0.67,Phoenix
776.0,43.0,Female,10.32,7.72,25.0,3.6,3.14,1.48,New York
777.0,51.0,Male,5.71,10.62,6.0,2.56,0.92,2.86,Phoenix
778.0,31.0,Male,2.55,9.2,25.0,3.02,0.53,2.21,New York
779.0,43.0,Female,8.31,8.14,18.0,2.3,4.06,1.73,Houston
780.0,44.0,Female,3.38,9.97,25.0,4.14,2.89,3.73,Phoenix
781.0,26.0,Female,2.07,2.87,18.0,4.15,3.09,4.47,Houston
782.0,43.0,Female,10.48,8.74,3.0,3.55,3.91,3.78,Houston
783.0,39.0,Male,6.06,3.24,24.0,0.53,3.52,1.66,Los Angeles
784.0,47.0,Male,9.24,13.03,27.0,4.19,4.17,3.72,Phoenix
785.0,34.0,Female,4.2,1.89,4.0,3.36,0.28,0.76,New York
786.0,43.0,Male,9.66,6.59,5.0,3.49,3.74,0.65,New York
787.0,53.0,Female,2.23,10.05,28.0,1.81,4.25,1.73,Phoenix
788.0,18.0,Female,4.92,6.95,23.0,4.4,1.43,4.04,Los Angeles
789.0,25.0,Male,11.76,2.2,27.0,3.63,3.2,1.23,Los Angeles
790.0,52.0,Female,9.73,8.19,22.0,0.56,1.57,0.32,Los Angeles
791.0,32.0,Male,6.47,9.34,19.0,2.04,4.79,0.66,New York
792.0,39.0,Male,4.74,10.15,22.0,4.43,0.17,4.29,Houston
793.0,31.0,Male,10.59,5.85,24.0,0.24,2.9,3.17,Los Angeles
794.0,43.0,Male,6.99,8.33,23.0,4.81,0.83,1.27,New York
795.0,45.0,Female,9.34,6.86,3.0,3.4,3.56,2.78,New York
796.0,40.0,Male,9.3,9.74,22.0,3.16,0.88,2.64,Houston
797.0,31.0,Female,1.2,8.59,8.0,1.35,1.18,3.28,Phoenix
798.0,41.0,Female,2.39,7.83,17.0,1.24,2.47,1.17,Phoenix
799.0,19.0,Female,8.26,4.24,28.0,4.71,4.57,4.32,Los Angeles
800.0,43.0,Female,2.78,1.03,28.0,1.49,1.06,1.55,Los Angeles
801.0,31.0,Male,3.81,3.26,16.0,3.88,0.72,3.47,Houston
802.0,24.0,Male,11.41,2.52,22.0,1.97,3.79,0.08,Los Angeles
803.0,20.0,Female,7.16,6.84,17.0,0.7,2.5,1.86,Houston
804.0,40.0,Female,9.26,8.96,16.0,0.05,4.56,1.76,New York
805.0,35.0,Male,7.14,3.77,27.0,2.72,0.73,2.72,Los Angeles
806.0,55.0,Female,7.08,13.21,23.0,4.88,3.23,0.36,New York
807.0,52.0,Male,2.04,1.09,26.0,1.85,1.16,3.95,Chicago
808.0,32.0,Female,4.78,11.04,27.0,1.79,0.78,1.09,Houston
809.0,42.0,Male,4.11,9.13,28.0,1.72,3.42,3.39,Chicago
810.0,54.0,Female,5.3,5.86,7.0,2.6,2.97,4.02,Los Angeles
811.0,45.0,Female,9.78,1.66,8.0,2.2,3.77,2.81,New York
812.0,27.0,Male,5.09,9.16,19.0,4.4,1.55,3.7,Los Angeles
813.0,56.0,Female,5.97,6.01,13.0,2.53,2.24,3.31,Chicago
814.0,34.0,Female,5.37,13.17,18.0,2.54,2.03,1.78,Los Angeles
815.0,56.0,Male,2.03,8.05,14.0,0.69,4.92,4.04,Phoenix
816.0,39.0,Female,5.85,13.22,17.0,4.91,1.46,1.47,Chicago
817.0,43.0,Male,3.15,3.87,25.0,1.25,1.47,2.86,Los Angeles
818.0,42.0,Male,3.05,10.43,6.0,0.37,1.77,3.73,New York
819.0,34.0,Female,2.03,9.02,29.0,3.32,2.82,1.89,Los Angeles
820.0,30.0,Female,4.92,10.61,20.0,2.98,1.26,1.51,New York
821.0,37.0,Female,9.33,3.79,23.0,2.08,4.58,2.3,Phoenix
822.0,42.0,Female,4.04,9.64,5.0,2.11,1.33,4.09,Los Angeles
823.0,21.0,Female,4.44,7.47,24.0,3.93,4.48,4.65,Phoenix
824.0,27.0,Female,8.07,10.66,10.0,0.98,0.52,2.73,Chicago
825.0,20.0,Female,3.15,5.25,25.0,4.1,3.28,3.31,New York
826.0,58.0,Male,10.87,12.57,5.0,3.24,4.53,4.52,Chicago
827.0,35.0,Female,6.72,2.1,10.0,2.09,0.84,0.49,New York
828.0,53.0,Male,5.92,11.49,20.0,2.29,4.84,1.16,Phoenix
829.0,39.0,Female,7.14,12.2,12.0,1.28,2.26,3.54,Houston
830.0,51.0,Female,2.83,11.62,27.0,3.76,4.73,4.12,Los Angeles
831.0,25.0,Male,7.75,7.67,22.0,2.56,3.38,4.29,Phoenix
832.0,57.0,Female,4.99,6.7,19.0,1.6,1.51,2.08,New York
833.0,36.0,Female,10.87,13.95,10.0,2.98,0.94,0.45,New York
834.0,59.0,Male,2.86,3.98,25.0,4.98,1.52,2.19,New York
835.0,58.0,Female,6.58,8.11,13.0,2.18,0.47,1.15,New York
836.0,54.0,Female,7.58,9.72,7.0,4.6,0.72,1.46,Los Angeles
837.0,23.0,Female,1.37,10.11,28.0,1.73,0.52,3.86,Chicago
838.0,43.0,Male,5.0,3.65,15.0,0.27,2.11,0.38,Houston
839.0,51.0,Female,9.06,9.5,23.0,1.02,3.98,4.14,Los Angeles
840.0,23.0,Female,10.02,11.64,25.0,2.09,0.71,2.14,New York
841.0,54.0,Female,4.44,1.65,7.0,1.1,0.65,2.98,Los Angeles
842.0,50.0,Female,9.78,12.85,26.0,0.0,3.22,0.45,Phoenix
843.0,39.0,Male,11.65,1.38,29.0,4.58,0.99,1.69,New York
844.0,38.0,Male,10.43,5.63,15.0,4.22,0.49,0.45,Houston
845.0,23.0,Female,2.29,1.21,8.0,3.71,0.83,4.81,New York
846.0,23.0,Female,9.14,2.0,7.0,0.84,4.62,4.04,Houston
847.0,21.0,Male,4.52,12.85,11.0,0.6,4.11,2.3,Houston
848.0,47.0,Male,11.87,5.61,29.0,0.34,1.77,1.12,Chicago
849.0,28.0,Female,6.34,6.52,18.0,3.62,3.28,4.67,Chicago
850.0,47.0,Male,2.35,3.8,4.0,4.64,2.69,1.72,Los Angeles
851.0,48.0,Female,8.98,8.76,3.0,2.15,3.39,0.8,Los Angeles
852.0,41.0,Male,4.55,8.73,10.0,0.6,3.41,2.82,Houston
853.0,26.0,Male,11.97,5.84,21.0,2.56,3.14,4.72,New York
854.0,20.0,Male,11.78,5.33,13.0,1.74,1.33,0.02,Phoenix
855.0,48.0,Male,8.22,12.5,14.0,1.87,0.2,1.19,Phoenix
856.0,57.0,Female,2.43,5.98,14.0,3.11,2.28,4.69,New York
857.0,54.0,Male,8.56,7.42,9.0,3.59,4.45,0.86,New York
858.0,53.0,Male,2.02,4.68,28.0,0.55,2.85,0.57,Chicago
859.0,41.0,Female,1.32,11.23,15.0,0.18,4.16,2.85,Phoenix
860.0,48.0,Male,10.05,6.17,29.0,4.97,4.96,4.31,Houston
861.0,23.0,Male,3.31,7.68,10.0,1.16,0.82,2.39,Los Angeles
862.0,19.0,Female,5.17,4.29,24.0,0.27,3.46,4.97,Chicago
863.0,37.0,Male,11.71,13.84,28.0,0.95,3.37,3.4,Phoenix
864.0,45.0,Female,4.71,4.79,11.0,0.19,4.9,0.37,New York
865.0,28.0,Female,4.26,11.02,9.0,1.96,4.93,4.96,Phoenix
866.0,21.0,Female,11.1,6.56,28.0,4.01,3.43,2.04,Houston
867.0,32.0,Female,2.22,3.68,23.0,1.71,1.22,1.44,Chicago
868.0,23.0,Male,9.36,11.4,26.0,2.22,3.99,2.79,New York
869.0,47.0,Female,11.87,5.34,17.0,3.38,0.54,1.52,Houston
870.0,55.0,Male,10.91,12.25,4.0,2.54,3.9,0.43,Los Angeles
871.0,19.0,Male,8.17,12.9,25.0,4.31,4.55,0.01,Chicago
872.0,32.0,Male,4.45,12.18,22.0,4.33,1.91,2.25,Houston
873.0,28.0,Male,3.8,1.46,27.0,0.05,3.15,4.18,Houston
874.0,25.0,Male,10.01,11.24,14.0,3.89,2.15,2.86,New York
875.0,43.0,Male,10.68,6.35,3.0,2.3,2.19,5.0,Los Angeles
876.0,22.0,Male,6.78,12.36,25.0,4.94,1.55,1.43,Houston
877.0,23.0,Male,3.69,9.29,24.0,2.42,3.81,1.4,Chicago
878.0,43.0,Male,2.24,11.84,10.0,4.93,4.68,0.8,Houston
879.0,21.0,Male,1.96,7.49,7.0,3.77,4.7,0.82,Phoenix
880.0,36.0,Female,8.91,7.96,17.0,1.24,0.87,1.43,Chicago
881.0,37.0,Female,5.62,2.88,3.0,2.69,4.37,3.96,Chicago
882.0,50.0,Female,10.96,11.19,3.0,4.96,3.69,4.53,Houston
883.0,37.0,Male,9.14,6.45,27.0,4.29,1.26,4.88,New York
884.0,29.0,Female,3.1,7.5,12.0,0.49,0.34,1.16,Chicago
885.0,18.0,Female,7.75,11.21,24.0,3.53,1.34,4.41,Phoenix
886.0,43.0,Female,5.79,8.78,12.0,1.73,4.56,1.64,New York
887.0,31.0,Male,7.35,3.61,23.0,0.03,3.17,0.56,New York
888.0,55.0,Male,9.12,8.67,17.0,2.02,3.61,4.35,New York
889.0,54.0,Male,9.87,6.3,19.0,1.17,1.29,3.18,Chicago
890.0,28.0,Male,10.28,7.1,24.0,4.09,3.6,0.82,New York
891.0,53.0,Female,3.79,1.37,8.0,1.69,0.14,2.15,Houston
892.0,30.0,Female,1.34,3.73,5.0,4.14,1.88,1.44,New York
893.0,20.0,Female,9.13,4.65,15.0,0.0,3.13,3.68,Phoenix
894.0,50.0,Female,2.17,10.27,18.0,1.54,0.73,2.27,Los Angeles
895.0,23.0,Male,4.46,1.15,10.0,1.21,4.12,4.95,Phoenix
896.0,27.0,Male,1.04,6.31,17.0,1.17,1.18,0.27,Chicago
897.0,22.0,Male,8.5,13.01,19.0,0.34,3.26,1.78,New York
898.0,40.0,Female,2.84,2.45,19.0,0.94,2.03,2.41,New York
899.0,27.0,Male,8.21,7.71,24.0,2.78,2.98,2.52,Houston
900.0,19.0,Male,11.91,11.22,28.0,1.46,0.54,1.58,New York
901.0,30.0,Female,1.8,13.25,15.0,2.09,0.08,3.65,Phoenix
902.0,57.0,Female,1.85,10.71,19.0,1.88,4.55,4.37,Chicago
903.0,19.0,Male,4.74,10.37,8.0,4.38,1.35,4.69,Los Angeles
904.0,37.0,Male,10.53,11.74,19.0,4.53,4.1,4.03,New York
905.0,18.0,Male,3.37,6.8,18.0,2.46,5.0,4.25,Los Angeles
906.0,54.0,Male,4.96,11.48,16.0,1.65,1.06,2.75,New York
907.0,26.0,Male,1.75,1.1,15.0,0.53,1.33,4.13,Chicago
908.0,34.0,Male,9.39,13.02,8.0,4.77,3.31,1.52,Phoenix
909.0,26.0,Female,5.49,6.76,5.0,0.3,4.83,1.99,Chicago
910.0,28.0,Female,9.35,8.19,16.0,1.49,4.58,1.58,Los Angeles
911.0,32.0,Female,10.94,4.31,16.0,1.49,2.51,2.34,New York
912.0,41.0,Male,3.56,10.65,17.0,1.6,3.98,1.43,Los Angeles
913.0,55.0,Female,9.88,2.0,10.0,0.82,0.68,4.81,Phoenix
914.0,52.0,Male,1.65,12.34,17.0,3.92,4.89,1.56,Chicago
915.0,47.0,Male,10.89,11.77,24.0,0.61,4.82,0.49,Los Angeles
916.0,48.0,Female,8.16,3.81,29.0,3.17,0.82,2.63,Los Angeles
917.0,22.0,Male,10.62,11.52,15.0,0.62,1.5,0.29,Phoenix
918.0,31.0,Male,1.0,11.22,19.0,0.35,0.5,0.55,New York
919.0,28.0,Female,2.86,9.22,23.0,4.55,1.36,1.1,Los Angeles
920.0,26.0,Female,5.29,5.86,26.0,0.95,4.08,2.32,Phoenix
921.0,51.0,Female,5.17,4.53,5.0,4.11,1.89,2.17,New York
922.0,29.0,Male,3.49,4.01,8.0,2.72,0.44,4.0,New York
923.0,52.0,Female,5.2,5.14,7.0,0.39,1.71,3.7,Chicago
924.0,52.0,Female,2.42,12.75,24.0,4.78,4.91,2.13,Phoenix
925.0,18.0,Male,5.54,2.01,28.0,1.23,3.15,1.67,New York
926.0,57.0,Female,9.83,11.78,19.0,4.3,2.08,1.58,Chicago
927.0,39.0,Female,6.27,5.54,25.0,0.84,0.83,3.87,Houston
928.0,46.0,Female,1.2,7.78,27.0,4.27,4.93,0.26,Phoenix
929.0,25.0,Male,5.64,11.33,4.0,0.07,4.1,0.06,Houston
930.0,28.0,Male,1.3,12.5,28.0,2.56,1.41,3.98,New York
931.0,58.0,Male,11.63,5.48,17.0,3.85,0.35,2.39,Phoenix
932.0,54.0,Male,2.4,7.0,7.0,4.67,0.28,0.65,Chicago
933.0,31.0,Female,8.78,6.39,28.0,4.55,0.6,1.18,New York
934.0,47.0,Male,11.7,1.17,22.0,4.1,2.9,4.66,Phoenix
935.0,52.0,Male,10.09,4.85,8.0,4.44,4.64,4.3,Phoenix
936.0,38.0,Female,8.69,6.97,8.0,1.0,2.48,3.55,Houston
937.0,54.0,Female,10.23,6.34,29.0,1.42,4.21,2.41,New York
938.0,22.0,Female,11.8,10.39,20.0,1.44,2.23,2.6,Chicago
939.0,36.0,Male,7.83,6.0,20.0,1.89,3.54,4.88,Chicago
940.0,31.0,Male,7.15,7.36,6.0,1.97,3.66,4.83,New York
941.0,43.0,Male,7.91,6.58,19.0,2.72,0.87,1.08,New York
942.0,21.0,Female,6.86,10.63,27.0,0.8,1.81,4.06,Los Angeles
943.0,42.0,Female,7.99,12.22,16.0,3.46,3.19,0.99,Houston
944.0,59.0,Male,5.95,7.91,16.0,0.84,0.35,1.07,New York
945.0,42.0,Female,3.4,11.26,15.0,1.55,1.81,3.38,New York
946.0,35.0,Female,2.32,4.86,9.0,2.52,2.67,2.03,Los Angeles
947.0,57.0,Female,1.75,8.04,14.0,3.98,4.98,4.66,Los Angeles
948.0,25.0,Male,3.9,5.49,25.0,3.7,2.37,0.45,Phoenix
949.0,56.0,Female,1.51,6.38,17.0,3.23,4.08,2.56,Chicago
950.0,57.0,Female,7.24,10.52,21.0,0.78,2.16,4.59,Houston
951.0,31.0,Male,4.12,12.46,13.0,2.74,3.98,4.52,Phoenix
952.0,49.0,Male,10.07,2.58,17.0,0.44,2.98,0.78,New York
953.0,55.0,Female,1.82,9.25,14.0,1.89,4.43,1.83,Los Angeles
954.0,50.0,Female,3.49,8.57,5.0,2.07,2.05,3.1,Chicago
955.0,40.0,Male,9.03,2.54,19.0,0.2,3.02,0.8,Phoenix
956.0,32.0,Male,7.59,3.75,5.0,1.37,3.15,4.84,Chicago
957.0,50.0,Female,1.71,5.04,21.0,4.78,2.09,4.57,Los Angeles
958.0,42.0,Female,10.65,3.17,22.0,4.77,0.72,0.83,Phoenix
959.0,34.0,Female,10.65,4.17,6.0,1.76,0.47,0.61,Phoenix
960.0,50.0,Female,4.63,4.48,5.0,0.22,0.08,0.43,Chicago
961.0,19.0,Male,4.74,5.36,28.0,0.9,4.37,4.55,Los Angeles
962.0,31.0,Female,11.88,10.74,18.0,1.96,1.18,0.97,New York
963.0,57.0,Female,7.89,8.43,14.0,4.74,1.06,2.08,Phoenix
964.0,57.0,Male,6.84,13.82,10.0,0.71,3.68,2.24,New York
965.0,56.0,Female,10.22,6.39,26.0,3.82,1.6,3.0,Los Angeles
966.0,23.0,Male,4.14,10.8,19.0,0.54,2.53,0.36,Phoenix
967.0,23.0,Female,5.72,12.33,9.0,4.91,0.81,1.13,Phoenix
968.0,20.0,Female,3.95,9.83,13.0,1.91,4.8,4.66,New York
969.0,24.0,Male,9.68,6.35,20.0,3.88,4.26,4.54,Houston
970.0,25.0,Male,7.31,10.8,3.0,1.71,4.32,3.91,New York
971.0,59.0,Female,8.25,3.65,5.0,3.14,2.03,0.1,New York
972.0,32.0,Female,3.78,5.26,6.0,0.96,3.81,1.64,Houston
973.0,46.0,Female,3.42,8.11,15.0,0.73,0.72,3.14,Los Angeles
974.0,50.0,Male,6.37,8.48,8.0,4.69,0.04,1.38,Los Angeles
975.0,47.0,Female,9.11,1.29,28.0,4.59,0.1,4.55,Phoenix
976.0,56.0,Male,6.78,13.29,16.0,4.44,2.93,3.17,Chicago
977.0,44.0,Male,1.36,10.06,7.0,3.13,2.28,0.36,Chicago
978.0,53.0,Female,10.55,7.44,18.0,4.04,2.59,4.55,Phoenix
979.0,46.0,Male,1.71,13.13,17.0,0.35,0.04,4.79,Chicago
980.0,55.0,Female,11.51,6.71,17.0,1.67,2.11,0.39,New York
981.0,50.0,Female,1.28,13.75,6.0,1.57,3.59,2.66,New York
982.0,54.0,Female,8.64,7.66,10.0,3.18,2.21,1.52,Houston
983.0,44.0,Female,1.9,2.49,29.0,1.78,3.66,1.96,Houston
984.0,50.0,Female,11.02,10.94,18.0,0.74,1.17,0.9,Phoenix
985.0,21.0,Male,6.11,9.83,18.0,2.98,4.07,2.89,Phoenix
986.0,39.0,Male,2.51,11.05,6.0,4.07,2.94,4.79,Phoenix
987.0,19.0,Female,4.75,13.37,15.0,1.91,1.05,2.52,New York
988.0,27.0,Female,2.81,11.09,28.0,0.66,1.18,0.41,Chicago
989.0,22.0,Male,2.88,8.95,15.0,0.98,3.14,3.1,Phoenix
990.0,27.0,Male,11.43,12.15,4.0,1.19,4.15,1.7,Phoenix
991.0,50.0,Male,5.9,9.75,5.0,1.5,2.08,4.28,New York
992.0,55.0,Male,9.68,6.31,24.0,3.21,1.29,2.17,New York
993.0,30.0,Female,8.04,12.51,10.0,3.0,4.34,0.96,New York
994.0,48.0,Female,8.44,3.88,26.0,3.48,3.35,0.96,Chicago
995.0,53.0,Male,2.45,10.29,17.0,1.81,2.24,3.84,Phoenix
996.0,41.0,Female,3.58,12.46,13.0,4.12,2.44,1.33,Los Angeles
997.0,32.0,Male,9.65,10.51,11.0,1.02,1.02,3.84,Los Angeles
998.0,46.0,Female,11.68,10.06,9.0,2.35,3.13,1.03,Phoenix
999.0,25.0,Male,3.89,10.78,15.0,4.0,1.79,1.61,Phoenix
1000.0,22.0,Female,3.99,7.05,4.0,0.9,4.98,2.33,Phoenix
