App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Revenue_Estimate,Last_Updated_Month,Type_Binary
Bubble Bo-Bo,FAMILY,4.5,65.0,24.0,10000.0,Free,0.0,Everyone,Casual,"July 5, 2018",6.0,4.0 and up,0.0,July,0
FX LITE BO,FINANCE,3.6,73.0,14.0,10000.0,Free,0.0,Everyone,Finance,"October 18, 2016",1.5.0,4.1 and up,0.0,October,0
Casual Sic Bo (骰寶),FAMILY,4.0,3.0,2.2,500.0,Free,0.0,Teen,Casual,"July 22, 2018",1.1.1,5.0 and up,0.0,July,0
Sic Bo Online! Free Casino,GAME,3.8,488.0,30.0,100000.0,Free,0.0,Teen,Casino,"June 10, 2016",1.3,2.3 and up,0.0,June,0
Sic Bo Rave,GAME,3.9,164.0,33.0,10000.0,Free,0.0,Teen,Card,"September 23, 2013",1.0.1,2.3.3 and up,0.0,September,0
Thai Sic Bo,GAME,4.1,14283.0,4.2,1000000.0,Free,0.0,Teen,Casino,"October 1, 2017",1.1.2,4.0 and up,0.0,October,0
Wishbone - Compare Anything,SOCIAL,4.3,51569.0,26.0,1000000.0,Free,0.0,Teen,Social,"July 30, 2018",5.4.7,4.1 and up,0.0,July,0
Bee.Bo,LIFESTYLE,4.3,11.0,23.0,1000.0,Free,0.0,Everyone,Lifestyle,"April 13, 2017",1.2.9,4.1 and up,0.0,April,0
Sic Bo (Tai Xiu) - Multiplayer Casino,GAME,4.2,152.0,16.0,10000.0,Free,0.0,Teen,Casino,"July 8, 2018",2.1.2,4.1 and up,0.0,July,0
Bo Aung Din,EVENTS,4.1,110.0,2.6,5000.0,Free,0.0,Teen,Events,"June 5, 2018",Version 1.3.1,4.0.3 and up,0.0,June,0
Go-Go-Goat! Free Game,FAMILY,4.5,66740.0,23.0,1000000.0,Free,0.0,Everyone,Arcade;Action & Adventure,"July 8, 2016",2.4.4,2.3 and up,0.0,July,0
BP and Sugar Test Prank,LIFESTYLE,4.0,7808.0,5.0,1000000.0,Free,0.0,Everyone,Lifestyle,"November 5, 2015",1.2.1,2.2 and up,0.0,November,0
Blood Pressure Log - MyDiary,MEDICAL,4.7,8347.0,2.6,500000.0,Free,0.0,Everyone,Medical,"April 13, 2018",1.4.6,4.0 and up,0.0,April,0
MbH BP,MEDICAL,3.7,9.0,23.0,1000.0,Free,0.0,Everyone,Medical,"October 3, 2017",1.1.3,2.3.3 and up,0.0,October,0
Cardio Journal — Blood Pressure Log,MEDICAL,4.5,3320.0,8.3,100000.0,Free,0.0,Everyone,Medical,"February 12, 2018",3.1.1,4.1 and up,0.0,February,0
MedM Blood Pressure,MEDICAL,4.0,255.0,16.0,10000.0,Free,0.0,Everyone,Medical,"May 25, 2018",2.5.80,4.2 and up,0.0,May,0
"Diabetes, Blood Pressure, Health Tracker App",MEDICAL,4.5,309.0,5.9,10000.0,Free,0.0,Everyone,Medical,"March 15, 2017",2.21,4.4 and up,0.0,March,0
Blood Pressure(BP) Report Lite,MEDICAL,4.0,91.0,0.3271484375,10000.0,Free,0.0,Everyone,Medical,"February 8, 2012",1.6,2.1 and up,0.0,February,0
bp e-store,BOOKS_AND_REFERENCE,4.4,52.0,2.2,1000.0,Free,0.0,Everyone,Books & Reference,"January 15, 2016",2.0.7,4.0 and up,0.0,January,0
BP Tracker,HEALTH_AND_FITNESS,4.3,12.0,0.5986328125,1000.0,Free,0.0,Everyone,Health & Fitness,"February 20, 2016",1.0.0,5.0 and up,0.0,February,0
BP Log lite,LIFESTYLE,5.0,3.0,1.5,100.0,Free,0.0,Everyone,Lifestyle,"November 15, 2014",1.1,2.2 and up,0.0,November,0
MI-BP,HEALTH_AND_FITNESS,5.0,1.0,12.0,50.0,Free,0.0,Everyone,Health & Fitness,"April 9, 2018",1.0.8.506,5.0 and up,0.0,April,0
BP Service,BUSINESS,4.3,0.0,26.0,100.0,Free,0.0,Everyone,Business,"January 17, 2018",Rocksteady 1.3,4.1 and up,0.0,January,0
Blood Pressure Log - bpresso.com,MEDICAL,4.2,5661.0,13.0,500000.0,Free,0.0,Everyone,Medical,"April 19, 2017",Varies with device,Varies with device,0.0,April,0
Blood Pressure Diary,FAMILY,4.6,47.0,3.3,5000.0,Free,0.0,Everyone,Simulation,"August 1, 2018",1.1,4.0.3 and up,0.0,August,0
High Blood Pressure,MEDICAL,3.8,4.0,2.9,1000.0,Free,0.0,Everyone,Medical,"June 1, 2016",1.0,3.0 and up,0.0,June,0
Simple Blood Pressure log,MEDICAL,3.9,31.0,10.0,1000.0,Free,0.0,Everyone,Medical,"January 15, 2016",1.0.1,4.4 and up,0.0,January,0
BP Tracker-Symptoms & Solution,MEDICAL,4.2,34.0,3.2,1000.0,Free,0.0,Everyone,Medical,"October 12, 2016",1.2016,3.0 and up,0.0,October,0
Compas BP Store,SHOPPING,4.3,0.0,2.5,10.0,Free,0.0,Everyone,Shopping,"December 21, 2017",1.0.3,4.4 and up,0.0,December,0
Blood Pressure Tracker,MEDICAL,4.0,11.0,1.8,1000.0,Free,0.0,Everyone,Medical,"November 8, 2017",1.1.1,4.0 and up,0.0,November,0
Hypertension Hi blood pressure,MEDICAL,3.8,292.0,2.7,100000.0,Free,0.0,Everyone,Medical,"April 16, 2018",43.0,4.0.3 and up,0.0,April,0
BP Scanner Prank,FAMILY,4.1,157.0,7.0,50000.0,Free,0.0,Everyone,Entertainment,"September 20, 2016",1.2,4.0.3 and up,0.0,September,0
Deep Breathe BP,HEALTH_AND_FITNESS,3.9,26.0,12.0,1000.0,Free,0.0,Everyone,Health & Fitness,"June 9, 2018",1.0,4.1 and up,0.0,June,0
Blood Pressure - Heartcare,MEDICAL,4.2,70.0,1.9,10000.0,Free,0.0,Everyone,Medical,"May 27, 2016",2.46 Saber,4.4 and up,0.0,May,0
BP Assist,TOOLS,4.3,0.0,9.4,100.0,Free,0.0,Everyone,Tools,"July 3, 2018",4.4.14.4487,4.0.3 and up,0.0,July,0
High Blood Pressure Symptoms,MEDICAL,4.3,46.0,2.0,10000.0,Free,0.0,Everyone,Medical,"April 5, 2017",1.0.2,4.0.3 and up,0.0,April,0
BQ Camera,PHOTOGRAPHY,3.6,2526.0,13.0,1000000.0,Free,0.0,Everyone,Photography,"July 2, 2018",Varies with device,Varies with device,0.0,July,0
BQ Services,TOOLS,3.7,5004.0,2.5,1000000.0,Free,0.0,Everyone,Tools,"July 9, 2018",8.3.6-e04ac87,Varies with device,0.0,July,0
BQ-መጽሐፍ ቅዱሳዊ ጥያቄዎች,GAME,4.7,191.0,7.2,5000.0,Free,0.0,Everyone,Trivia,"July 31, 2018",4.1.2,4.1 and up,0.0,July,0
"Brilliant Quotes: Life, Love, Family & Motivation",BOOKS_AND_REFERENCE,4.5,67186.0,6.3,1000000.0,Free,0.0,Everyone 10+,Books & Reference,"May 18, 2018",4.4.10,2.3.3 and up,0.0,May,0
BQ Scan,TOOLS,4.6,18.0,4.0,100.0,Free,0.0,Everyone,Tools,"April 1, 2018",3.4.5,4.0 and up,0.0,April,0
Add-On: bq (a),PRODUCTIVITY,3.6,26.0,1.2,5000.0,Free,0.0,Everyone,Productivity,"May 19, 2015",10.0.3086,4.0 and up,0.0,May,0
BQ Partners,COMMUNICATION,4.3,0.0,13.0,1000.0,Free,0.0,Everyone,Communication,"July 27, 2018",Varies with device,Varies with device,0.0,July,0
gardening ideas flower diy,HOUSE_AND_HOME,4.3,0.0,5.6,100.0,Free,0.0,Everyone,House & Home,"May 29, 2017",1.0,2.3 and up,0.0,May,0
Software Update,TOOLS,4.4,8259.0,3.5,1000000.0,Free,0.0,Everyone,Tools,"July 18, 2018",13.3,4.0 and up,0.0,July,0
RoboPad,FAMILY,4.6,41.0,9.2,1000.0,Free,0.0,Everyone,Education,"July 7, 2017",5.1,2.3 and up,0.0,July,0
Add-On: bq (c),PRODUCTIVITY,4.3,17.0,1.2,1000.0,Free,0.0,Everyone,Productivity,"May 19, 2015",10.0.3086,4.0 and up,0.0,May,0
BQ Llicència,SPORTS,4.3,18.0,13.0,5000.0,Free,0.0,Everyone,Sports,"January 30, 2016",Varies with device,4.0 and up,0.0,January,0
Wherever BQ,TRAVEL_AND_LOCAL,4.3,7.0,18.0,50.0,Free,0.0,Teen,Travel & Local,"September 5, 2017",5.63.0,4.0.3 and up,0.0,September,0
Add-On: bq (b),PRODUCTIVITY,4.3,9.0,1.2,1000.0,Free,0.0,Everyone,Productivity,"May 19, 2015",10.0.3086,4.0 and up,0.0,May,0
bq magazine,NEWS_AND_MAGAZINES,4.3,2.0,8.8,50.0,Free,0.0,Everyone,News & Magazines,"July 19, 2018",7.2.2,4.1 and up,0.0,July,0
Bill Miller Bar-B-Q Store Ops,BUSINESS,4.3,0.0,2.5,100.0,Free,0.0,Everyone,Business,"June 19, 2018",1.3,4.4 and up,0.0,June,0
Bar-B-Q Rib House,FOOD_AND_DRINK,5.0,2.0,33.0,50.0,Free,0.0,Everyone,Food & Drink,"March 8, 2018",0.8,2.3.3 and up,0.0,March,0
Gold Wallpapers,PERSONALIZATION,4.5,43.0,28.0,10000.0,Free,0.0,Everyone,Personalization,"March 26, 2018",1.1,4.0 and up,0.0,March,0
[Substratum] M5 Theme,PERSONALIZATION,4.4,16.0,6.7,5000.0,Free,0.0,Everyone,Personalization,"March 10, 2018",1.3.4,7.0 and up,0.0,March,0
Zowi App,FAMILY,4.5,516.0,21.0,50000.0,Free,0.0,Everyone,Education;Education,"December 21, 2016",1.4.1,4.0.3 and up,0.0,December,0
Bar-B-Q Recipes,FOOD_AND_DRINK,4.8,18.0,3.5,5000.0,Free,0.0,Everyone,Food & Drink,"August 15, 2016",1.0,4.0 and up,0.0,August,0
System Update Free,TOOLS,4.3,3068.0,6.0,100000.0,Free,0.0,Everyone,Tools,"July 20, 2018",11.1,4.0 and up,0.0,July,0
Bar BQ Tonight Dublin,LIFESTYLE,4.3,0.0,22.0,50.0,Free,0.0,Everyone,Lifestyle,"May 20, 2018",1.1.9371,4.0.3 and up,0.0,May,0
Woody's Bar-B-Q,FOOD_AND_DRINK,3.7,3.0,27.0,1000.0,Free,0.0,Everyone,Food & Drink,"March 5, 2018",1.01.03,4.1 and up,0.0,March,0
Launcher Oreo 8.1,PERSONALIZATION,4.5,13466.0,3.4,500000.0,Free,0.0,Everyone,Personalization,"June 19, 2018",1.9,5.0 and up,0.0,June,0
Theme for Android 7.0,PERSONALIZATION,4.3,0.0,13.0,5000.0,Free,0.0,Everyone,Personalization,"October 18, 2017",Varies with device,Varies with device,0.0,October,0
Free antivirus and VPN,TOOLS,4.3,27749.0,16.0,1000000.0,Free,0.0,Everyone,Tools,"July 19, 2018",3.3.6,4.0.3 and up,0.0,July,0
Jimbo's Pit Bar B-Q,FOOD_AND_DRINK,4.3,3.0,12.0,100.0,Free,0.0,Everyone,Food & Drink,"November 28, 2016",2.6.003,4.0 and up,0.0,November,0
RoboPad++,FAMILY,4.4,77.0,10.0,10000.0,Free,0.0,Everyone,Education,"July 7, 2017",1.6,2.3 and up,0.0,July,0
Simple Gallery,TOOLS,4.5,28030.0,9.0,1000000.0,Free,0.0,Everyone,Tools,"August 2, 2018",4.4.4,4.1 and up,0.0,August,0
Miller's Bar B-Q,FOOD_AND_DRINK,4.3,0.0,12.0,50.0,Free,0.0,Everyone,Food & Drink,"November 30, 2016",2.6.003,4.0 and up,0.0,November,0
BAR-B-Q Recipes,FOOD_AND_DRINK,4.3,0.0,3.6,100.0,Free,0.0,Everyone,Food & Drink,"January 30, 2018",1.0,4.0 and up,0.0,January,0
Bar BQ Night Middlesbrough,SHOPPING,4.3,0.0,19.0,100.0,Free,0.0,Teen,Shopping,"July 2, 2018",5.13.1,4.1 and up,0.0,July,0
BQ Wings,FOOD_AND_DRINK,4.3,1.0,13.0,50.0,Free,0.0,Everyone,Food & Drink,"July 17, 2018",2.7.0,4.1 and up,0.0,July,0
Bible Quizzer - The App for Bible Quizzers,FAMILY,4.3,0.0,33.0,100.0,Free,0.0,Everyone,Education,"August 2, 2018",30.0,4.2 and up,0.0,August,0
Texas Bar-B-Q Rewards,FOOD_AND_DRINK,4.3,0.0,14.0,5.0,Free,0.0,Everyone,Food & Drink,"March 28, 2018",2.0.24,4.1 and up,0.0,March,0
4-T's Bar-BQ & Catering,SHOPPING,4.3,0.0,0.2373046875,10.0,Free,0.0,Everyone,Shopping,"January 16, 2017",1.0.1,4.1 and up,0.0,January,0
"Zetup, print in one click",TOOLS,4.3,40.0,24.0,1000.0,Free,0.0,Everyone,Tools,"January 26, 2018",1.11.6,5.0 and up,0.0,January,0
Baskin-Robbins,FOOD_AND_DRINK,3.8,1103.0,6.6,100000.0,Free,0.0,Everyone,Food & Drink,"June 8, 2018",1.4.0-2,4.1 and up,0.0,June,0
Bleacher Report Live,SPORTS,4.0,232.0,32.0,50000.0,Free,0.0,Everyone,Sports,"August 1, 2018",2.1.2,5.0 and up,0.0,August,0
BR Video Player,VIDEO_PLAYERS,4.0,46.0,3.1,5000.0,Free,0.0,Everyone,Video Players & Editors,"April 20, 2015",1.0.6,3.0 and up,0.0,April,0
Br. Parking - Busy road Parking 3D 2018,FAMILY,4.5,41.0,30.0,5000.0,Free,0.0,Everyone,Simulation,"January 13, 2018",1.01,4.1 and up,0.0,January,0
Br video editing,FAMILY,4.3,1.0,34.0,100.0,Free,0.0,Everyone,Entertainment,"September 1, 2017",1.0,4.1 and up,0.0,September,0
B R Telco FCU Mobile Banking,FINANCE,4.7,413.0,13.0,10000.0,Free,0.0,Everyone,Finance,"May 30, 2018",5.9.1.0,5.0 and up,0.0,May,0
Br Browser,SOCIAL,4.9,29.0,2.5,500.0,Free,0.0,Everyone,Social,"March 20, 2018",5.0,5.0 and up,0.0,March,0
Dr B R Ambedkar (Jai Bhim),SOCIAL,4.7,2068.0,7.5,100000.0,Free,0.0,Everyone,Social,"April 13, 2014",1.0,2.2 and up,0.0,April,0
Tv Br News,FAMILY,4.3,4.0,0.5556640625,100.0,Free,0.0,Everyone,Entertainment,"January 10, 2018",1.4,2.3 and up,0.0,January,0
Br Shafi,FAMILY,4.9,1288.0,26.0,10000.0,Free,0.0,Everyone,Education,"July 11, 2018",1.0,4.1 and up,0.0,July,0
Dr. B.R.Ambedkar,SOCIAL,4.8,1902.0,5.2,100000.0,Free,0.0,Everyone,Social,"June 5, 2014",1.3,2.1 and up,0.0,June,0
Táxi Nacional BR,MAPS_AND_NAVIGATION,4.3,88.0,9.1,5000.0,Free,0.0,Everyone,Maps & Navigation,"August 2, 2018",3.46.5,4.0.3 and up,0.0,August,0
Texas HoldEm Poker Deluxe (BR),GAME,4.5,1418.0,26.0,10000.0,Free,0.0,Teen,Casino,"May 30, 2018",1.2.1,4.0.3 and up,0.0,May,0
BR Classified,BUSINESS,4.3,0.0,28.0,50.0,Free,0.0,Everyone,Business,"August 30, 2017",1.0,4.2 and up,0.0,August,0
Top BR Chaya Songs,FAMILY,4.3,0.0,3.8,10.0,Free,0.0,Everyone,Entertainment,"May 18, 2018",1.0,4.0.3 and up,0.0,May,0
Companion for Fortnite & Fortnite Battle Royale,FAMILY,4.6,2736.0,13.0,100000.0,Free,0.0,Everyone,Entertainment,"August 3, 2018",Varies with device,4.1 and up,0.0,August,0
Cube BR LWP simple,PERSONALIZATION,4.3,19.0,0.201171875,1000.0,Free,0.0,Everyone,Personalization,"November 25, 2016",1.5.2,2.1 and up,0.0,November,0
Brick Breaker BR,GAME,5.0,7.0,19.0,5.0,Free,0.0,Everyone,Arcade,"July 23, 2018",1.0,4.1 and up,0.0,July,0
BR Series,VIDEO_PLAYERS,3.9,1016.0,13.0,50000.0,Free,0.0,Teen,Video Players & Editors,"May 28, 2018",6.0,4.1 and up,0.0,May,0
Loteria BR,FAMILY,4.3,0.0,1.8,50.0,Free,0.0,Everyone,Entertainment,"May 17, 2017",1.0.6,4.0 and up,0.0,May,0
Vidroid.com.br,NEWS_AND_MAGAZINES,4.3,49.0,10.0,5000.0,Free,0.0,Everyone,News & Magazines,"November 25, 2017",8.0,4.0 and up,0.0,November,0
CJ - BR MEMES,COMICS,4.3,109.0,3.5,10000.0,Free,0.0,Everyone,Comics,"January 18, 2018",1.0,4.0.3 and up,0.0,January,0
CINE BR,VIDEO_PLAYERS,4.3,23.0,7.5,1000.0,Free,0.0,Everyone,Video Players & Editors,"March 29, 2018",1,4.2 and up,0.0,March,0
Next Portuguese(BR) Langpack,TOOLS,4.3,1320.0,0.759765625,100000.0,Free,0.0,Everyone,Tools,"September 13, 2013",1.0,2.0 and up,0.0,September,0
BR Ambedkar Biography & Quotes,BOOKS_AND_REFERENCE,4.6,156.0,2.1,10000.0,Free,0.0,Everyone,Books & Reference,"June 11, 2018",2.0,2.3 and up,0.0,June,0
B R COACHINGS,FAMILY,4.3,1.0,9.2,10.0,Free,0.0,Everyone,Education,"July 12, 2018",1.0,4.4 and up,0.0,July,0
B. R. Ambedkar Jayanti SMS,PERSONALIZATION,4.3,0.0,3.0,500.0,Free,0.0,Everyone,Personalization,"March 19, 2018",1.2,4.0.3 and up,0.0,March,0
iPlayIT for YouTube VR Player,VIDEO_PLAYERS,4.3,5879.0,13.0,1000000.0,Free,0.0,Teen,Video Players & Editors,"June 12, 2018",Varies with device,4.1 and up,0.0,June,0
True Skateboarding Ride Skateboard Game Freestyle,GAME,3.8,8175.0,31.0,1000000.0,Free,0.0,Everyone 10+,Arcade,"January 3, 2018",2.11.7,4.1 and up,0.0,January,0
BombSquad Remote,GAME,4.1,13304.0,1.3,1000000.0,Free,0.0,Everyone,Arcade,"November 30, 2016",1.2.21,4.0 and up,0.0,November,0
BS CS IT & SE,FAMILY,4.6,9.0,6.9,1000.0,Free,0.0,Everyone,Education,"May 16, 2018",1.2,4.1 and up,0.0,May,0
BSPlayer ARMv7 VFP CPU support,VIDEO_PLAYERS,4.3,9966.0,5.5,1000000.0,Free,0.0,Everyone,Video Players & Editors,"March 31, 2017",1.23,2.1 and up,0.0,March,0
BS-Mobile,COMMUNICATION,5.0,1.0,0.6669921875,50.0,Free,0.0,Everyone,Communication,"September 3, 2015",0.1,2.3 and up,0.0,September,0
BS Meter (Ad Supported),FAMILY,3.9,14.0,0.578125,1000.0,Free,0.0,Teen,Entertainment,"August 14, 2013",2.0,2.2 and up,0.0,August,0
BS Calendar / Patro / पात्रो,PRODUCTIVITY,4.2,218.0,13.0,50000.0,Free,0.0,Everyone,Productivity,"July 15, 2018",Varies with device,Varies with device,0.0,July,0
Simulator Brawl Box for BS,FAMILY,3.9,168.0,6.4,5000.0,Free,0.0,Everyone,Simulation,"June 27, 2017",1.1,4.0.3 and up,0.0,June,0
BS Generator,FAMILY,4.2,5.0,3.3,100.0,Free,0.0,Everyone,Entertainment,"July 23, 2016",1.1,4.4 and up,0.0,July,0
BS Films,FAMILY,4.3,1.0,24.0,100.0,Free,0.0,Everyone,Entertainment,"December 12, 2017",2.0.0,4.3 and up,0.0,December,0
BS Tractor,GAME,4.3,3.0,36.0,100.0,Free,0.0,Everyone,Racing,"December 6, 2017",1.0,4.1 and up,0.0,December,0
BS player remote,VIDEO_PLAYERS,3.5,54.0,0.181640625,10000.0,Free,0.0,Everyone,Video Players & Editors,"April 22, 2013",1.0,2.2 and up,0.0,April,0
BibApp TU BS,FAMILY,4.3,16.0,3.5,1000.0,Free,0.0,Everyone,Education,"December 15, 2014",2.0.0,4.0 and up,0.0,December,0
King of B.S.,FAMILY,4.0,4.0,0.8203125,100.0,Free,0.0,Everyone,Education,"June 9, 2014",1.0.1,4.0.3 and up,0.0,June,0
BS Chopper,GAME,4.3,0.0,41.0,100.0,Free,0.0,Everyone,Racing,"October 5, 2017",1.0,4.1 and up,0.0,October,0
BS Play,FAMILY,3.7,56.0,1.5,5000.0,Free,0.0,Everyone,Education,"March 4, 2015",1.1.2,4.0 and up,0.0,March,0
B@dL!bs Lite,GAME,3.8,10.0,36.0,1000.0,Free,0.0,Mature 17+,Word,"April 5, 2016",6,4.0.3 and up,0.0,April,0
BS Battery+,TOOLS,4.3,269.0,0.6318359375,50000.0,Free,0.0,Everyone,Tools,"August 18, 2012",4.0.1,2.0 and up,0.0,August,0
ATC Unico BS,COMMUNICATION,4.3,10.0,5.3,500.0,Free,0.0,Everyone,Communication,"October 16, 2015",0.12,4.1 and up,0.0,October,0
Revista BS,NEWS_AND_MAGAZINES,4.3,10.0,19.0,100.0,Free,0.0,Everyone,News & Magazines,"January 13, 2017",0.0.5,4.1 and up,0.0,January,0
BS MAPS,MAPS_AND_NAVIGATION,4.5,6.0,2.5,50.0,Free,0.0,Everyone,Maps & Navigation,"July 28, 2018",2.1,4.0 and up,0.0,July,0
BS Where Am I,TOOLS,4.3,9.0,2.8,50.0,Free,0.0,Everyone,Tools,"July 5, 2018",2.3,2.3 and up,0.0,July,0
Bsc Agri Notes,FAMILY,4.5,301.0,5.6,10000.0,Free,0.0,Everyone,Education,"July 1, 2018",1.0,4.1 and up,0.0,July,0
BSC IT,FAMILY,4.4,847.0,21.0,10000.0,Free,0.0,Everyone,Education,"July 16, 2018",2.3,4.0.3 and up,0.0,July,0
BS TRACK CLIENT,TOOLS,4.3,0.0,0.1865234375,10.0,Free,0.0,Everyone,Tools,"August 13, 2017",1.1,1.5 and up,0.0,August,0
Kiosko BS,NEWS_AND_MAGAZINES,4.3,55.0,22.0,1000.0,Free,0.0,Everyone,News & Magazines,"May 12, 2017",2.0,4.0 and up,0.0,May,0
CABLE SIZE CALCULATOR BS 7671,TOOLS,3.9,333.0,1.1,100000.0,Free,0.0,Everyone,Tools,"February 3, 2016",2.4,2.3 and up,0.0,February,0
Corporate B.S. Generator,BUSINESS,4.3,0.0,6.9,10.0,Free,0.0,Everyone,Business,"November 20, 2017",1.00,3.0 and up,0.0,November,0
Banco Sabadell App. Your mobile bank,FINANCE,3.9,25205.0,13.0,1000000.0,Free,0.0,Everyone,Finance,"July 27, 2018",Varies with device,Varies with device,0.0,July,0
VOLT DROP CALCULATOR BS 7671,TOOLS,3.9,71.0,1.1,10000.0,Free,0.0,Everyone,Tools,"January 26, 2016",2.0,2.3 and up,0.0,January,0
BSc Ag Entrance Preparation,FAMILY,4.4,138.0,6.2,10000.0,Free,0.0,Everyone,Education,"May 31, 2018",3.7,4.1 and up,0.0,May,0
Black Survival,FAMILY,4.4,48451.0,52.0,1000000.0,Free,0.0,Teen,Strategy,"August 1, 2018",4.6.00,4.0.3 and up,0.0,August,0
Black Social,SOCIAL,4.6,22.0,8.7,1000.0,Free,0.0,Teen,Social,"August 5, 2018",31.1.4,4.3 and up,0.0,August,0
Little Magnet BT,TOOLS,4.6,3703.0,3.8,100000.0,Free,0.0,Everyone,Tools,"August 5, 2018",4.1.4,4.2 and up,0.0,August,0
BT One Voice mobile access,COMMUNICATION,4.0,32.0,0.4267578125,5000.0,Free,0.0,Everyone,Communication,"July 30, 2015",Version 1.6,1.6 and up,0.0,July,0
BT Communicator,SOCIAL,3.8,32.0,1.6,10000.0,Free,0.0,Teen,Social,"December 16, 2016",1.0,1.6 and up,0.0,December,0
BT One Voice anywhere,BUSINESS,4.5,80.0,16.0,10000.0,Free,0.0,Everyone,Business,"December 23, 2016",2.54.3,2.2 and up,0.0,December,0
BT Find Address for Bluetooth,BUSINESS,4.8,8.0,2.6,5000.0,Free,0.0,Everyone,Business,"October 31, 2017",2.0,3.0 and up,0.0,October,0
BT Messenger,COMMUNICATION,3.9,97.0,0.583984375,50000.0,Free,0.0,Everyone,Communication,"May 15, 2015",1.0,2.2 and up,0.0,May,0
BT One Phone Mobile App,COMMUNICATION,3.5,33.0,2.7,10000.0,Free,0.0,Everyone,Communication,"September 18, 2017",2.2.6,4.1 and up,0.0,September,0
SW-100.tch by Callstel,COMMUNICATION,4.0,1926.0,0.69921875,1000000.0,Free,0.0,Everyone,Communication,"December 16, 2015",1.3.20,2.2 and up,0.0,December,0
BT App,NEWS_AND_MAGAZINES,4.3,24.0,14.0,1000.0,Free,0.0,Everyone,News & Magazines,"July 19, 2018",1.0.124,4.2 and up,0.0,July,0
BT MeetMe with Dolby Voice,COMMUNICATION,3.6,437.0,12.0,100000.0,Free,0.0,Everyone,Communication,"July 13, 2018",2.66.5,5.0 and up,0.0,July,0
ProGrade BT,TOOLS,4.3,0.0,46.0,500.0,Free,0.0,Everyone,Tools,"April 27, 2018",1.0.2,4.3 and up,0.0,April,0
BT Share It,BUSINESS,4.7,12.0,13.0,500.0,Free,0.0,Everyone,Business,"May 16, 2018",3.4.2,4.4 and up,0.0,May,0
Wifi BT Scanner,FAMILY,5.0,2.0,1.2,500.0,Free,0.0,Everyone,Education,"November 3, 2016",1.0,4.0.3 and up,0.0,November,0
Ultimate Control BT,BUSINESS,4.6,14.0,4.3,500.0,Free,0.0,Everyone,Business,"June 6, 2018",3.3.2,4.4 and up,0.0,June,0
BT Controller,TOOLS,3.9,4374.0,13.0,1000000.0,Free,0.0,Everyone,Tools,"June 25, 2018",3.1.3,4.2 and up,0.0,June,0
BT Church,LIFESTYLE,4.9,26.0,8.4,1000.0,Free,0.0,Teen,Lifestyle,"June 25, 2018",3.8.0,4.1 and up,0.0,June,0
Mediatek SmartDevice,TOOLS,3.6,11187.0,7.3,1000000.0,Free,0.0,Everyone,Tools,"March 17, 2017",V1.7.6,4.0 and up,0.0,March,0
LG BT Reader Plus,TOOLS,3.7,2992.0,0.5712890625,500000.0,Free,0.0,Everyone,Tools,"February 25, 2016",2.1.11,4.1 and up,0.0,February,0
BT Mobile,MAPS_AND_NAVIGATION,3.9,22.0,3.2,1000.0,Free,0.0,Everyone,Maps & Navigation,"July 4, 2018",2.2,4.1 and up,0.0,July,0
Bluetooth Control BT->uC FREE,TOOLS,3.8,67.0,2.7,10000.0,Free,0.0,Everyone,Tools,"June 6, 2016",1.9.0,3.0 and up,0.0,June,0
Autool BT-BOX,TOOLS,3.5,4.0,17.0,500.0,Free,0.0,Everyone,Tools,"May 12, 2018",1.0.1,4.3 and up,0.0,May,0
BT Remote (SPP) for Bluetooth,TOOLS,4.1,36.0,3.1,10000.0,Free,0.0,Everyone,Tools,"October 24, 2016",1.16,2.3.3 and up,0.0,October,0
BT Satmeter,TOOLS,4.3,0.0,2.4,100.0,Free,0.0,Everyone,Tools,"April 12, 2018",V2.3,4.3 and up,0.0,April,0
BT Panorama,FINANCE,4.3,34.0,13.0,5000.0,Free,0.0,Everyone,Finance,"June 14, 2017",Varies with device,Varies with device,0.0,June,0
Battery Notifier BT Free,TOOLS,4.5,21979.0,0.958984375,1000000.0,Free,0.0,Everyone,Tools,"June 7, 2017",2.1.15,1.6 and up,0.0,June,0
"BT Dating -Find your match, help cupid, be social",SOCIAL,4.1,158.0,26.0,50000.0,Free,0.0,Mature 17+,Social,"July 19, 2018",2.3,4.1 and up,0.0,July,0
BT (Usage Interne),LIBRARIES_AND_DEMO,4.3,3.0,19.0,100.0,Free,0.0,Everyone,Libraries & Demo,"August 17, 2017",1.1,2.3 and up,0.0,August,0
BT Position Sender - Bluetooth Position Sender,TOOLS,4.3,0.0,2.9,10.0,Free,0.0,Everyone,Tools,"July 3, 2018",1.2.0,4.4 and up,0.0,July,0
Aegis BT,BUSINESS,4.8,16.0,4.5,500.0,Free,0.0,Everyone,Business,"September 6, 2017",1.0.10,4.1 and up,0.0,September,0
BT Master,FAMILY,4.3,0.0,0.216796875,100.0,Free,0.0,Everyone,Education,"November 6, 2016",Varies with device,1.6 and up,0.0,November,0
OSRAM BT Control,TOOLS,4.3,2.0,42.0,1000.0,Free,0.0,Everyone,Tools,"December 15, 2017",1.0.5,4.4 and up,0.0,December,0
Vip视频免费看-BT磁力搜索,TOOLS,4.3,20.0,7.9,1000.0,Free,0.0,Everyone,Tools,"June 8, 2018",1.2,4.0 and up,0.0,June,0
